OS,Algorithm,SizeName,FileSizeBytes,Run,TimeSeconds,ThroughputMBps,Mode,Digest
Linux,sha512,100MiB,104857600,1,0.14794412999981432,675.9308395684608,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,2,0.14654037699983746,682.4057781706875,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,3,0.1487458150004386,672.2878220116992,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,4,0.15356480200171063,651.1908894258598,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,5,0.14710638499855122,679.7801468711563,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,6,0.14781788700020115,676.5081143384489,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,7,0.1483007999995607,674.3051959281152,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,8,0.15031442700092157,665.2721365154584,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,9,0.1512495070001023,661.15917984402,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,10,0.1498252470009902,667.4442525653843,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,11,0.14718286400056968,679.4269202399332,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,12,0.14728359700166038,678.962233648277,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,13,0.14685389199985366,680.948925753358,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,14,0.1504397019998578,664.7181473418136,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,15,0.14636170199992193,683.238843451365,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,16,0.14828459400087013,674.3788906311684,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,17,0.15577380300055665,641.9564655530856,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,18,0.1480382900008408,675.5009126316714,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,19,0.1477274419994501,676.9223012767814,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,20,0.1472450020010001,679.1401992668029,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,21,0.14684699499957787,680.9809080552684,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,22,0.14805877000071632,675.4074750149294,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,23,0.1467572579986154,681.3973043905158,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,24,0.14714468800048053,679.6031943720145,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,25,0.14574126600018644,686.1474635459258,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,26,0.14798079499996675,675.7633651043872,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,27,0.14864500599833264,672.7437583817764,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,28,0.1462592850002693,683.7172764779746,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,29,0.14623455699984333,683.832891839014,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
Linux,sha512,100MiB,104857600,30,0.14705199699892546,680.0315673423376,streaming,5bf47d8a42e2e913c72b6ca2f1eae3920369d1883d7d3717be0abe8b359e9d08cf1307e61c6cc0732c72dbf66fb9b09d74b37a2d3b81ea559adff5441a220fbf
